slug,source_dir,md5,bytes,lines,pages,title_guess,ocr_flag,dup_of,local_text_path,text_exists,text_sha256,review_status
malthus-essay-principle-population/pg4239,wiki_sources/malthus-essay-principle-population,749ad1fc5ce3887813963da6a38b360c,344419,5719,1,The Project Gutenberg eBook of An Essay on the Principle of Population,,,/home/jic823/capitalism/wiki_sources/malthus-essay-principle-population/pg4239.txt,True,e277e7d298315051a465d85b56a6564f13b97c4b5c612fb59f641bc8af5bd1c6,inventory_only
mann-cotton-trade-great-britain/ia_cottontradeofgremann,wiki_sources/mann-cotton-trade-great-britain,29fbbf813a639b195aa529f4215aa958,548979,31080,1,THE  UNIVERSITY,,,/home/jic823/capitalism/wiki_sources/mann-cotton-trade-great-britain/ia_cottontradeofgremann.txt,True,c172a1992b9dfc0b024d77f030b5dfcf62aba1dcef9592db12e4a15ae023c3d5,inventory_only
marsh-man-and-nature/pg37957,wiki_sources/marsh-man-and-nature,752fd40d1176255085f9bdaadf5d1edf,1448150,24781,1,"The Project Gutenberg eBook of Man and Nature; Or, Physical Geography as Modified by Human Action",,,/home/jic823/capitalism/wiki_sources/marsh-man-and-nature/pg37957.txt,True,5d63192ec0d841d61102b73882521f8032ab11fe5a802b2f6240e1d6466b2541,inventory_only
marx-communist-manifesto/pg61,wiki_sources/marx-communist-manifesto,990fdcdf97f2443986b58b86fa2230ce,94315,1795,1,The Project Gutenberg eBook of The Communist Manifesto,,,/home/jic823/capitalism/wiki_sources/marx-communist-manifesto/pg61.txt,True,ba4623f09e411351ad4f34488289c70eceda8fb9d7977c1db64f0f01ed80cb59,inventory_only
marx-contribution-critique-political-economy/pg46423,wiki_sources/marx-contribution-critique-political-economy,1647149543cee7f2a3b9a91bee8828db,541130,8858,1,The Project Gutenberg eBook of A Contribution to the Critique of Political Economy,,,/home/jic823/capitalism/wiki_sources/marx-contribution-critique-political-economy/pg46423.txt,True,d01f83d5c8d1d726406fa583d282b709402aae156c1940252e370ca856fade9c,inventory_only
marx-eighteenth-brumaire/pg1346,wiki_sources/marx-eighteenth-brumaire,ed7afeb31e10d13ac0e322d13d7ee659,274006,4377,1,The Project Gutenberg eBook of The Eighteenth Brumaire of Louis Bonaparte,,,/home/jic823/capitalism/wiki_sources/marx-eighteenth-brumaire/pg1346.txt,True,e07b26e56c9857a18f489dab6b5131cd9d744557f3d68fd1945ecb17a6a3be93,inventory_only
mayhew-london-labour-vol1/pg55998,wiki_sources/mayhew-london-labour-vol1,ccfcecfe4d30089bca1622f4422a34c1,2987686,50405,1,"The Project Gutenberg eBook of London Labour and the London Poor, Vol. 1",,,/home/jic823/capitalism/wiki_sources/mayhew-london-labour-vol1/pg55998.txt,True,292bdd1747173d3ceb9db9bc70933ead536bba9203e0b9066264fd4bbbf8580d,inventory_only
mayhew-london-labour-vol2/pg60440,wiki_sources/mayhew-london-labour-vol2,f8aeafe12ed16b7a0e648ba42c4bdb3c,3243393,55807,1,"The Project Gutenberg eBook of London Labour and the London Poor, Vol. 2",,,/home/jic823/capitalism/wiki_sources/mayhew-london-labour-vol2/pg60440.txt,True,96b91260ff3a219c6e7154567fa4c991dcdea6625130e03df6f6b016cc580610,inventory_only
mayhew-london-labour-vol3/pg57060,wiki_sources/mayhew-london-labour-vol3,a6a083b2091784f6c9e51ef8a00003eb,2590015,42620,1,"The Project Gutenberg eBook of London Labour and the London Poor, Vol. 3",,,/home/jic823/capitalism/wiki_sources/mayhew-london-labour-vol3/pg57060.txt,True,b34166d217803e402e04389402f712443923fc56d983fc1124c5d1868ebc05d6,inventory_only
mayhew-london-labour-vol4/pg63415,wiki_sources/mayhew-london-labour-vol4,707434894c2af8e418de113920be5d40,2634465,45956,1,"The Project Gutenberg eBook of London Labour and the London Poor, Vol. 4",,,/home/jic823/capitalism/wiki_sources/mayhew-london-labour-vol4/pg63415.txt,True,86c2cc09333e7b71806940c75f7247844f0696c6563eb3773df34e923aefa3d7,inventory_only
merivale-lectures-colonization/ia_cihm_48131,wiki_sources/merivale-lectures-colonization,92257e5025754a9a8ba529e07a6c40fd,1499434,45305,1,COLONIZATION AND COLONIES,,,/home/jic823/capitalism/wiki_sources/merivale-lectures-colonization/ia_cihm_48131.txt,True,90041f528282f92b60506531eb1194e6c4c0d0248f784148b0281c281474077a,inventory_only
mill-principles-political-economy/pg30107,wiki_sources/mill-principles-political-economy,00050f0e58eb0a3d952d1e98048bc706,1513222,26287,1,The Project Gutenberg eBook of Principles of Political Economy,OCR-NOISY,,/home/jic823/capitalism/wiki_sources/mill-principles-political-economy/pg30107.txt,True,c74c64e39412f00924dd9822c4cd60d5a6bacef8f64b0835c36f5036d3e809a8,inventory_only
nieboer-slavery-industrial-system/ia_slaveryasindustr00niebuoft,wiki_sources/nieboer-slavery-industrial-system,40b037583e201a3b84d8c3ccb5b99dc1,1118625,25553,1,AS    AN    INDUSTRIAL    SYSTEM,OCR-NOISY,,/home/jic823/capitalism/wiki_sources/nieboer-slavery-industrial-system/ia_slaveryasindustr00niebuoft.txt,True,7978ed569e3725bd0251008a9c920b3295e4e913a7a402591aac7bfa18c0c63b,inventory_only
petty-essays-political-arithmetic/pg5619,wiki_sources/petty-essays-political-arithmetic,6831b669c4bf84308bf230f5b4e3987a,223275,4084,1,The Project Gutenberg eBook of Essays on Mankind and Political Arithmetic,,,/home/jic823/capitalism/wiki_sources/petty-essays-political-arithmetic/pg5619.txt,True,a560e96ba1950affca45a298c8171e76e02803105829f5c82a73f8d080b9de79,inventory_only
ricardo-principles-political-economy/pg33310,wiki_sources/ricardo-principles-political-economy,7991b58e1919994214e530e4e153c7fa,714507,12162,1,"The Project Gutenberg eBook of On The Principles of Political Economy, and Taxation",,,/home/jic823/capitalism/wiki_sources/ricardo-principles-political-economy/pg33310.txt,True,8a94c24d2b2e84fedd3a2b8fd0e42080a6c22b97cd4d9ec00735eadc139e2875,inventory_only
rogers-history-agriculture-prices-vol1/ia_historyofagricul01rogeuoft,wiki_sources/rogers-history-agriculture-prices-vol1,a2bea2cbd9fb29dd349b9cd4543fd973,1678957,77525,1,AGRICULTURE   AND    PRICES,,,/home/jic823/capitalism/wiki_sources/rogers-history-agriculture-prices-vol1/ia_historyofagricul01rogeuoft.txt,True,cba9d802cdf7210f726f011951457b3fd1b222d6f28d487cd3d7d50414592772,inventory_only
sismondi-nouveaux-principes-vol1/ia_nouveauxprincipe01sismuoft,wiki_sources/sismondi-nouveaux-principes-vol1,889c4f50f9500cb01237ad718a47dc43,852592,19310,1,■y)      '  W,,,/home/jic823/capitalism/wiki_sources/sismondi-nouveaux-principes-vol1/ia_nouveauxprincipe01sismuoft.txt,True,f64ea77d1cb08b226a07dc29032e17f190ff059c21d969c9d39a107b5f0fe72e,inventory_only
sismondi-nouveaux-principes-vol2/ia_nouveauxprincipe02sismuoft,wiki_sources/sismondi-nouveaux-principes-vol2,1aebff99d000f0203938eb2d593eea41,820008,18423,1,NOUVEAUX  PRINCIPES,,,/home/jic823/capitalism/wiki_sources/sismondi-nouveaux-principes-vol2/ia_nouveauxprincipe02sismuoft.txt,True,ea8f2ad471aaf4dd9ed15511552e87a9e4943547875f7df454f1afb4bd1e4daa,inventory_only
smith-lectures-on-jurisprudence-1896/lectures_cannan1896_ocr,wiki_sources/smith-lectures-on-jurisprudence-1896,8d4ae3491a52383aa47b6f9bae9985b6,679612,18582,1,BOUGHT WITH THE INCOME,OCR-NOISY,,/home/jic823/capitalism/wiki_sources/smith-lectures-on-jurisprudence-1896/lectures_cannan1896_ocr.txt,True,8978cecce7450f75fa18bd3cdeb8b19b33cb5c542353996c8587ef8024c7d1bd,inventory_only
smith-wealth-of-nations/pg3300,wiki_sources/smith-wealth-of-nations,c388335f0119392c3d723b540473d6a0,2468951,34930,1,The Project Gutenberg eBook of An Inquiry into the Nature and Causes of the Wealth of Nations,,,/home/jic823/capitalism/wiki_sources/smith-wealth-of-nations/pg3300.txt,True,e91d52dca43fd0fd69baf7776b00a5d8e74b69675b6b608ca8a0378aaf3ae58d,inventory_only
sombart-moderne-kapitalismus-vol1/ia_dermodernekapit00sombgoog,wiki_sources/sombart-moderne-kapitalismus-vol1,92c1ab2288926cd708adbdfa92620ec7,1813686,47851,1,This  is  a  digital  copy  of  a  book  that  was  prcscrvod  for  gcncrations  on  library  shclvcs  bcforc  it  was  ,,,/home/jic823/capitalism/wiki_sources/sombart-moderne-kapitalismus-vol1/ia_dermodernekapit00sombgoog.txt,True,7b860bca50e5a332a46a3e191d0ee46c5c784baed9067a0969000f14d22742bc,inventory_only
sombart-moderne-kapitalismus-vol2/ia_dermodernekapit01sombgoog,wiki_sources/sombart-moderne-kapitalismus-vol2,b1f206ca3fcc67146d4c1a641efe0699,2032376,38291,1,This  is  a  digital  copy  of  a  book  that  was  prcscrvod  for  gcncrations  on  library  shclvcs  bcforc  it  was  ,,,/home/jic823/capitalism/wiki_sources/sombart-moderne-kapitalismus-vol2/ia_dermodernekapit01sombgoog.txt,True,6da2aa1c6f2d2f72421b9e3de6a63c3535c46ede2d03a992232a2489d689e73f,inventory_only
sombart-quintessence-of-capitalism/ia_quintessenceofca0000wern,wiki_sources/sombart-quintessence-of-capitalism,72a4fda0ff0a1d6a656fdcca102e86f6,708226,17714,1,Digitized by the Internet Archive,,,/home/jic823/capitalism/wiki_sources/sombart-quintessence-of-capitalism/ia_quintessenceofca0000wern.txt,True,7f696d8fc38bf910ac455cd848d2da77d95e0b43d36343998d92885d463ee219,inventory_only
tawney-agrarian-problem/ia_agrarianproblem00tawn,wiki_sources/tawney-agrarian-problem,052723d05cd4f805c30a7d9353592bca,1337777,28129,1,Digitized  by  the  Internet  Archive,,,/home/jic823/capitalism/wiki_sources/tawney-agrarian-problem/ia_agrarianproblem00tawn.txt,True,524128ea97f3afbef655b4bf61b4549b4f1887b48a54a0a63a749681db76a8f7,inventory_only
tawney-religion-rise-capitalism/ia_in.ernet.dli.2015.236698,wiki_sources/tawney-religion-rise-capitalism,2ea6ff2c351b2929190c8196827b36ea,718193,15860,1,mw i^Tfr 5rre?ft stsmrsf «wrT?*ft,,,/home/jic823/capitalism/wiki_sources/tawney-religion-rise-capitalism/ia_in.ernet.dli.2015.236698.txt,True,f765c8a51ee33acfc34311ff95b1cc3b1f7e57d062a0a4b9479bbb74bcdf4cef,inventory_only
taylor-principles-scientific-management/pg6435,wiki_sources/taylor-principles-scientific-management,110f2aa4a1ff110e4a28c208bfa0d48e,231049,3982,1,The Project Gutenberg eBook of The Principles of Scientific Management,,,/home/jic823/capitalism/wiki_sources/taylor-principles-scientific-management/pg6435.txt,True,1f504a9abe674ee616f13bf1db66ec25cbb1be0ff5fd9bfe70ab8593aa08a3b2,inventory_only
toynbee-lectures-industrial-revolution/ia_lecturesindustrit00toynuoft,wiki_sources/toynbee-lectures-industrial-revolution,a320bd4dba2aaf58084a850de05846eb,773273,13214,1,INDUSTRIAL    REVOLUTION,,,/home/jic823/capitalism/wiki_sources/toynbee-lectures-industrial-revolution/ia_lecturesindustrit00toynuoft.txt,True,bf0eec93722296698f20ec4867d7512f0c440e09bfa866cfadc1323a1d972d53,inventory_only
turner-frontier-american-history/pg22994,wiki_sources/turner-frontier-american-history,7eb1092034e6d2c9e8e186964d243407,751552,13997,1,The Project Gutenberg eBook of The Frontier in American History,,,/home/jic823/capitalism/wiki_sources/turner-frontier-american-history/pg22994.txt,True,9fe1790a6bc5b6c7a174db7368019d916b0c26544304000465e3eea1723dd57d,inventory_only
ure-philosophy-of-manufactures/ia_philosophyofmanu00urea,wiki_sources/ure-philosophy-of-manufactures,2f5ddd61601148b885fe3275c7329260,922269,22967,1,FRANKLIN  INSTITUTE  LIBRARY,,,/home/jic823/capitalism/wiki_sources/ure-philosophy-of-manufactures/ia_philosophyofmanu00urea.txt,True,e040ba88cf07ab1a6f6ee2a47b6237f97f5a297c8056fd2ae27ac077d5560674,inventory_only
wakefield-england-and-america-vol1/ia_englandandameri00wakegoog,wiki_sources/wakefield-england-and-america-vol1,ef742f8c1c5d97fbae95c48e3b7915bc,500795,12950,1,This is a digital copy of a book that was preserved for generations on library shelves before it was carefully scanned b,,,/home/jic823/capitalism/wiki_sources/wakefield-england-and-america-vol1/ia_englandandameri00wakegoog.txt,True,0fd5b85e761cf3da194d7b240ad095404256605723e0875eb04ab8c65cbcd606,inventory_only
wakefield-england-and-america-vol2/ia_englandandameri01wakegoog,wiki_sources/wakefield-england-and-america-vol2,6a982f49db459772a6b4503c48bc67c8,533861,13415,1,This is a digital copy of a book that was preserved for generations on library shelves before it was carefully scanned b,,,/home/jic823/capitalism/wiki_sources/wakefield-england-and-america-vol2/ia_englandandameri01wakegoog.txt,True,e2f59dd40b5da56f21cc87cd17f9b0f11f1f8833fd6676701e270eaa3e5a08c7,inventory_only
watkins-king-cotton/ia_kingcotton01watk,wiki_sources/watkins-king-cotton,5cbc3918f838c29a6afcf571e838b15f,776671,43517,1,Compliments  of,,,/home/jic823/capitalism/wiki_sources/watkins-king-cotton/ia_kingcotton01watk.txt,True,e2d9a80820e66035b85ca26bee6781fafbada16398343f74f3fdb40bac1d8f79,inventory_only
weber-general-economic-history/ia_weber-max.-general-economic-history-1927-1950_202106,wiki_sources/weber-general-economic-history,c0cf7dbef6e47b98aea62353e74a48ba,765401,18087,1,| eeyatessstie History,,,/home/jic823/capitalism/wiki_sources/weber-general-economic-history/ia_weber-max.-general-economic-history-1927-1950_202106.txt,True,a05bdb7eabbb4e06ca2b6cb3d251964093dcf89b49a0c4d979a54f1aa35a4004,inventory_only
weber-protestant-ethic-parsons1930/ia_protestantethics00webe,wiki_sources/weber-protestant-ethic-parsons1930,4a1baebdeffa02ebc6baec4ca3e074f7,736248,14153,1,THE  PROTESTANT  ETHIC  AND,,,/home/jic823/capitalism/wiki_sources/weber-protestant-ethic-parsons1930/ia_protestantethics00webe.txt,True,b08c769f5c58b1eca97a28daa011700c8ad9c109120cdb87f6d0ff759bed6e0c,inventory_only
young-travels-in-france/ia_arthuryoungstrav00youn,wiki_sources/young-travels-in-france,8e0787708bea089886644075f55d462b,1201116,22524,1,handle  this  volume,,,/home/jic823/capitalism/wiki_sources/young-travels-in-france/ia_arthuryoungstrav00youn.txt,True,1611b539d033718c4522d4e5d77af14215fe98213fbe94dd19fdf5e63f1dcb4a,inventory_only
